标题,价格,样式,楼层,朝向,面积,小区,地址
花苑村桂花园，2室1厅，实地看房，钥匙在店,6500元/月,2室 1厅,高区/6层,暂无数据,徐汇 康健,花苑村桂花园,江安路58弄
高清大图，人气房源，如您所见，3室2厅2卫,13000元/月,3室 2厅,中区/13层,朝南北,浦东 张江,城市经典(四期),"青桐路618弄,丹桂路282-292号"
金港花园，链家有钥匙，2室2厅2卫，低楼层,4000元/月,2室 2厅,低区/14层,暂无数据,松江 泗泾,金港花园（公寓）,"横港路155弄,古楼公路348弄"
一链倾城，3室2厅1卫，空气清新，南北直通,7400元/月,3室 2厅,中区/6层,朝南北,闸北 阳城,阳城花园,阳城路283弄
新都花园，精致户型，人气房源，钥匙在链家,11000元/月,2室 2厅,高区/30层,朝南,浦东 塘桥,新都花园,蓝村路31弄
高清实拍，高区阳光房，好房待租，人气房源,3500元/月,1室 0厅,高区/6层,朝南,长宁 中山公园,天山二村,"娄山关路114弄,茅台路51号,天山二村"
华谊星城名苑，高清大图，南北户型，3室2厅2卫,13000元/月,3室 2厅,低区/14层,朝南北,杨浦 东外滩,华谊星城名苑,沈阳路123弄
三林苑，人气房源，有钥匙，放心好房,4800元/月,2室 2厅,中区/6层,暂无数据,浦东 三林,三林苑,"三林路1466弄1-106号,永泰路11......"
临河小区，近地铁，高区景观房，人气房源,2300元/月,1室 1厅,高区/6层,朝南,浦东 川沙,临河小区,华夏一路325弄
人气房源，放心好房，1室1厅1卫，交通便利,5900元/月,1室 1厅,中区/11层,暂无数据,闵行 龙柏,嘉富丽苑,"黄桦路369弄,黄桦路189号"
交通便利，温馨之家，看房方便，享受好房,4200元/月,1室 1厅,中区/6层,暂无数据,虹口 曲阳,上农新村,"中山北一路630弄,中山北一路644弄"
钥匙在店，交通方便，高清实拍，好房待租,2800元/月,1室 1厅,高区/6层,朝南北,宝山 大场镇,环镇北路400弄,环镇北路400弄
毕加索小镇，上下楼方便，看房方便，人气房源,5500元/月,2室 1厅,低区/8层,暂无数据,浦东 唐镇,毕加索小镇（一期）（公寓）,春泉路45弄
生活很便利，享受好房，空气清新，有钥匙,7500元/月,2室 2厅,中区/32层,暂无数据,浦东 南码头,光鸿苑,"临沂路8弄,东三里桥路245弄"
鲁班路562弄，1室0厅，高清照片，附近有地铁,4500元/月,1室 0厅,高区/7层,朝北,黄浦 打浦桥,鲁班路562弄,鲁班路562弄
万顺水原墅，近地铁，人气房源，有爱有家,3500元/月,1室 1厅,中区/11层,朝南,闵行 颛桥,万顺水原墅(公寓),都市路777弄
百安小区，享受好房，附近有地铁，实地看房,5800元/月,1室 1厅,中区/6层,暂无数据,徐汇 衡山路,百安小区,高安路100弄
米兰诺贵都，有钥匙，链家房源，实地看房,5300元/月,2室 2厅,中区/19层,暂无数据,松江 泗泾,米兰诺贵都,古楼公路1899弄
看房有钥匙，好房好心情，人气房源，精致户型,4500元/月,2室 1厅,中区/6层,朝南,浦东 金杨,香山新村东南街坊,"德平路1189弄90支弄,灵山路1840......"
古美一村，温馨一室，光线非常好，地铁沿线,3300元/月,1室 1厅,高区/6层,暂无数据,闵行 古美,古美一村,莲花路528弄
光线充足，出行方便，高清实拍，有钥匙方便看,5000元/月,2室 1厅,中区/6层,朝南,浦东 洋泾,崮山小区二街坊,灵山路1415弄
杉林新月环林东路799弄，人气房源，2室1厅，高清实拍,4700元/月,2室 1厅,高区/6层,暂无数据,浦东 三林,杉林新月环林东路799弄,环林东路799弄
3室2厅，人气房源，如您所见，高清实拍,5800元/月,3室 2厅,高区/6层,朝南北,浦东 三林,杉林新月环林东路879弄,环林东路879弄
漕泾一村，出行方便，南北通，人气房源,5300元/月,2室 1厅,高区/6层,朝南北,徐汇 康健,漕泾一村,"康健路105弄,漕泾一村"
南丹小区，光线非常好，一室小户型，真实在租,4600元/月,1室 1厅,高区/7层,暂无数据,徐汇 徐家汇,南丹小区,"宜山路60弄,"
浦东南路3649弄，生活很便利，光线充足，链家好房,4500元/月,2室 1厅,中区/6层,暂无数据,浦东 南码头,浦东南路3649弄,浦东南路3649弄
人气房源，附近有地铁，温馨之家，如您所见,4500元/月,1室 1厅,中区/6层,暂无数据,浦东 塘桥,蓝高小区,"蓝村路30弄,蓝村路60弄"
飘鹰花苑，实地看房，生活很便利，2室2厅1卫,8200元/月,2室 2厅,中区/7层,暂无数据,虹口 临平路,飘鹰花苑,"周家嘴路1043弄,"
华经大厦，近地铁，3室2厅，人气房源,7500元/月,3室 2厅,低区/24层,暂无数据,普陀 甘泉宜川,华经大厦,骊山路34弄12号
海联公寓，放心好房，人气房源，链家有钥匙,4700元/月,1室 1厅,低区/26层,暂无数据,闸北 西藏北路,海联公寓,西藏北路225弄
闻喜路1223弄，附近有地铁，钥匙房，放心好房,3800元/月,1室 1厅,高区/6层,朝南北,闸北 彭浦,闻喜路1223弄,闻喜路1223弄
有钥匙房源，放心好房，南北直通，实地看房,7500元/月,2室 2厅,低区/17层,朝南北,杨浦 周家嘴路,华升新苑,控江路1505弄
纪念小区，光线棒，近地铁，南北户型,6300元/月,2室 1厅,高区/6层,朝南北,虹口 江湾镇,纪念小区,"吴家湾路136弄1-12号,"
高清大图，真实在租，光线充足，近地铁,5000元/月,2室 2厅,中区/6层,朝南,浦东 北蔡,由由六村,"严镇路96弄,严桥路55弄,严桥路141......"
康怡苑，有钥匙，一室小户型，交通方便,4000元/月,1室 0厅,高区/7层,朝南,普陀 长寿路,康怡苑,"常德路1328弄1-4号,常德路1344......"
美兰湖岭域，低楼层，好房好心情，有钥匙房源,4300元/月,3室 2厅,低区/6层,暂无数据,宝山 罗店,美兰湖岭域,罗芬路98弄
简约二室，如您所见，有钥匙房源，实地看房,5300元/月,2室 1厅,低区/6层,暂无数据,闵行 七宝,金泰公寓,漕宝路2999弄
制造局后街28号，1室1厅，近地铁，人气房源,5500元/月,1室 1厅,高区/7层,朝南,黄浦 蓬莱公园,制造局后街28号,制造局后街28号
桃浦三村石榴苑，看房方便，附近有地铁，享受好房,3500元/月,1室 1厅,高区/6层,暂无数据,普陀 桃浦,桃浦三村石榴苑,"武威路1236弄21支弄,绿杨路36弄"
长白三村，享受好房，交通方便，有钥匙方便看,3500元/月,1室 1厅,中区/4层,暂无数据,杨浦 黄兴公园,长白三村,长白三村
地杰国际城E欧泊时光，实地看房，上下楼方便，钥匙房,5500元/月,2室 2厅,低区/26层,暂无数据,浦东 御桥,地杰国际城E欧泊时光,御桥路2066弄
人气房源，附近有地铁，低区出入方便，链家房源,3200元/月,1室 1厅,低区/6层,朝南,杨浦 周家嘴路,沈家桥小区,"周家嘴路4430号,"
宝宸怡景园，南北直通，钥匙在店，近地铁,6600元/月,3室 2厅,高区/17层,朝南北,宝山 共康,宝宸怡景园,三泉路1859弄
海申花园，近地铁，如您所见，人气房源,8000元/月,3室 1厅,高区/20层,暂无数据,闵行 金虹桥,海申花园,张虹路125弄
蒙自路395弄，交通方便，实地看房，光线充足,5300元/月,1室 1厅,中区/7层,暂无数据,黄浦 五里桥,蒙自路395弄,蒙自路395弄
好房好心情，光线非常好，实地看房，7室4厅,24000元/月,7室 4厅,高区/13层,暂无数据,浦东 塘桥,东方城市花园（二期）,东方路1881弄
高清照片，温馨之家，人气房源，看房方便,6500元/月,1室 1厅,高区/7层,朝南,长宁 中山公园,愚园路1032弄131支弄,愚园路1032弄131支弄
竹园新村，高清大图，低楼层，实地看房,5500元/月,2室 1厅,低区/6层,朝南,浦东 源深,竹园新村(浦东),"潍坊路238弄,"
临江大厦，实地看房，一链倾城，舒适三室,13000元/月,3室 2厅,高区/24层,朝东南,虹口 北外滩,临江大厦,东大名路1062弄1-2号
如您所见，钥匙房，采光棒，人气房源,4000元/月,2室 1厅,高区/6层,暂无数据,宝山 淞南,淞南五村,"长逸路327弄,淞南路200弄,淞南五村"
人气房源，采光好，2室2厅，钥匙房,7500元/月,2室 2厅,高区/20层,朝南,普陀 武宁,曹杨汽车公寓,曹杨路609弄2-10号
低楼层，实地看房，好房好心情，2室1厅1卫,4500元/月,2室 1厅,低区/6层,朝东南,普陀 甘泉宜川,延长西路529弄,延长西路529弄
两室户，有钥匙方便看，交通方便，好房待租,6500元/月,2室 1厅,低区/29层,朝南北,杨浦 东外滩,霍兰公寓,长阳路1220弄
实地看房，1室1厅，好房待租，高清照片,3500元/月,1室 1厅,高区/6层,朝南北,闵行 梅陇,罗阳七村,"罗阳路750弄（华宝小区）,罗阳路800......"
实地看房，1室0厅1卫，附近有地铁，有钥匙方便看,3500元/月,1室 0厅,中区/6层,暂无数据,徐汇 万体馆,漕溪四村,漕溪四村
仁恒滨江园，采光好，人气房源，两室户,22000元/月,2室 2厅,高区/26层,暂无数据,浦东 陆家嘴,仁恒滨江园,"浦明路99弄（一、二期）,浦城路99弄（......"
地杰国际城F欧香四季，上门实拍，钥匙房，近地铁,7000元/月,2室 2厅,低区/17层,朝南北,浦东 御桥,地杰国际城F欧香四季,御桥路1978弄1-38号
实地看房，如您所见，上门实拍，两室户,5500元/月,2室 1厅,高区/6层,暂无数据,闵行 古美,平南一二村,"平南一村,"
保利叶语，舒适三室，附近有地铁，人气房源,5000元/月,3室 2厅,低区/21层,朝南,宝山 顾村,保利叶语（公寓）（二期）,宝菊路133弄
采光棒，人气房源，好房待租，有钥匙,7800元/月,2室 1厅,高区/6层,朝南,黄浦 打浦桥,原水小区(卢湾),泰康路190弄1-6号
近地铁，一链倾城，光线充足，2室2厅,9000元/月,2室 2厅,中区/34层,暂无数据,普陀 中远两湾城,中远两湾城,"远景路97弄、中潭路100弄（四期）,"
3室2厅，好房好心情，钥匙在链家，实地看房,11000元/月,3室 2厅,低区/26层,暂无数据,徐汇 徐家汇,爱和大厦,零陵路629号
人气房源，链家好房，1室1厅1卫，近地铁,3900元/月,1室 1厅,中区/6层,暂无数据,浦东 源深,梅园六街坊,商城路1177弄
生活很便利，1室1厅，看房有钥匙，高区阳光房,6500元/月,1室 1厅,高区/31层,暂无数据,浦东 源深,金隆置地大厦,昌邑路588弄
近地铁，人气房源，好房好心情，2室2厅1卫,6000元/月,2室 2厅,低区/6层,暂无数据,闵行 静安新城,静安新城八区,漕宝路1467弄八区
低区出入方便，有钥匙房源，出行方便，人气房源,3000元/月,1室 1厅,低区/18层,暂无数据,松江 松江大学城,保利西子湾,广富林路1188弄
闹中取静，有钥匙，高清照片，人气房源,5000元/月,1室 1厅,高区/21层,朝西南,虹口 曲阳,东渡名人大厦,"曲阳路440号,曲阳路452号"
泗东新村，实地看房，闹中取静，有钥匙,3000元/月,2室 0厅,高区/6层,暂无数据,宝山 淞宝,泗东新村,淞兴西路268弄
天池二村，钥匙在店，高清实拍，交通方便,3500元/月,1室 1厅,中区/6层,暂无数据,浦东 北蔡,天池二村,"莲园路8弄,莲园路18弄"
实地看房，链家房源，一室小户型，生活很便利,5100元/月,1室 1厅,中区/25层,暂无数据,浦东 陆家嘴,陈家宅小区,"潍坊西路100弄1-5号,"
菊泉新城，空气清新，地铁沿线，实地看房,2500元/月,2室 2厅,中区/14层,朝南北,宝山 顾村,菊泉新城（陆翔路678弄）,陆翔路678弄
河风丽景，链家有钥匙，出行方便，高区采光好,10000元/月,2室 2厅,高区/20层,朝南,长宁 天山,河风丽景,天山路88弄
绿地世纪城，舒适三室，实地看房，出行方便,12500元/月,3室 2厅,低区/18层,暂无数据,普陀 武宁,绿地世纪城（一期）,宁夏路353弄
眉州路432弄，地铁沿线，钥匙在店，视野很好,4100元/月,1室 1厅,高区/7层,暂无数据,杨浦 东外滩,眉州路432弄,眉州路432弄
东方巴黎，2室2厅，光线充足，人气房源,19500元/月,2室 2厅,中区/37层,朝南,徐汇 衡山路,东方巴黎,南昌路555号
生活很便利，1室2厅1卫，人气房源，钥匙房,3500元/月,1室 2厅,高区/6层,朝南,宝山 上大,星福家园,聚丰园路669弄
城南路374弄，有爱有家，人气房源，钥匙在链家,3500元/月,2室 1厅,中区/5层,暂无数据,浦东 川沙,城南路374弄,城南路374弄
三湘四季花城，上门实拍，实地看房，放心好房,2800元/月,1室 1厅,低区/14层,暂无数据,松江 松江大学城,三湘四季花城,"广富林路1599弄,梅家浜路1508弄"
人气房源，3房出租，有钥匙，真实在租,18000元/月,3室 2厅,中区/16层,朝南,闵行 金虹桥,虹桥花苑,虹梅路3200弄
海上新村，出行方便，如您所见，视野很好,4500元/月,1室 1厅,高区/6层,暂无数据,闵行 古美,海上新村,漕宝路1800弄
钦州花苑，链家有钥匙，上下楼方便，地铁沿线,4500元/月,1室 1厅,低区/29层,朝南,徐汇 田林,钦州花苑,"钦州路840号,钦州路860号,钦州路8......"
采光棒，南北通，地铁沿线，实地看房,13000元/月,3室 2厅,高区/33层,朝南北,普陀 武宁,绿地世纪城（二期）,顺义路100弄
出行方便，上门实勘，房型正气，钥匙在店,3800元/月,1室 1厅,高区/7层,朝南北,普陀 光新,童家桥小区,石泉路165弄
美岸栖庭，人气房源，有钥匙方便看，温馨一室,4700元/月,1室 1厅,低区/18层,暂无数据,宝山 高境,美岸栖庭（公寓）,"何家湾路111弄,国权北路828弄,高逸......"
安西小区，钥匙在链家，交通方便，高区采光好,4300元/月,1室 0厅,高区/7层,暂无数据,静安 江宁路,安西小区,"安远路369号,安远路375号,安远路3......"
乐业公寓，简约二室，钥匙在店，近地铁,6500元/月,2室 2厅,高区/6层,暂无数据,闸北 闸北公园,乐业公寓,俞泾港路15弄1-19号
泾东小区，高区景观房，小户型，享受好房,4500元/月,1室 1厅,高区/6层,朝南,浦东 洋泾,泾东小区,"博山路11弄,博山路13弄,博山路51弄......"
云台二小区，链家有钥匙，空气清新，一室小户型,4900元/月,1室 1厅,中区/24层,朝南,浦东 世博,云台二小区,"昌里东路190弄,成山路601弄"
花园坊，真实在租，温馨之家，地铁沿线,7200元/月,1室 1厅,中区/7层,朝东北,黄浦 淮海中路,花园坊,"瑞金二路119号,瑞金二路129弄,瑞金......"
上门实拍，交通方便，2室0厅1卫，上下楼方便,4100元/月,2室 0厅,低区/6层,暂无数据,徐汇 康健,上海师大新村,桂林路70弄
洛川中路1100弄，出行方便，真实在租，人气房源,3900元/月,2室 1厅,高区/6层,暂无数据,闸北 大宁,洛川中路1100弄,洛川中路1100弄
看房方便，好房待租，实地看房，精致户型,6500元/月,2室 1厅,低区/22层,暂无数据,浦东 源深,竹园高层,"张杨路1050弄,"
一链倾城，有钥匙房源，高清照片，地铁沿线,8200元/月,2室 1厅,低区/15层,朝北,徐汇 斜土路,嘉乐公寓,肇嘉浜路383号
小富人家，有钥匙方便看，高清照片，地铁沿线,5500元/月,2室 2厅,高区/6层,朝南北,闵行 莘庄,小富人家,沁春路168弄
安临小区，如您所见，钥匙在链家，视野很好,4000元/月,1室 1厅,高区/6层,朝南,浦东 三林,安临小区,杨新路197弄
